CASEID_NEW,highest_degree_received,education,head_of_household_indicator,household_size,housing_type,household_income,marital_status,msa_status,region_4,region_9,own_rent,members_lt_2,members_13_to_17,members_gt_18,members_2_to_5,members_6_to_12,employment_status,has_internet_access,bg_survey_date,age,children_in_hh,next_next_year,gender,race,hispanic,out_of_closet,political_affiliation,born_again,religion,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight_couples_coresident,glb_status,same_gender_partner,partner_latino,partners_race,partner_born_again,partners_religion,partners_relgion_same_as_age_16,partners_religion_at_16,partners_highest_education,partners_mothers_highest_education,partners_political_affiliation,religion_same_as_age_16,religion_at_16,mothers_highest_education,most_time_spend_living_in,relatives_seen_per_month,gender_attraction,has_domestic_partnership,has_civil_union,no_domestic_partnership_or_civil_union,age_when_met,age_when_relationship_started,age_when_moved_in_together,age_married,age_when_domestic_partnership,who_earned_higher_income,attended_same_high_school,attended_same_college,grew_up_in_same_town,knew_parents_first,met_at_work,met_at_school,met_at_church,met_via_personal_ad,met_on_vacation,met_at_bar,mat_at social_club,met_at_private_party,met_at_other,met_at_other_text,met_using_internet,intro_by_family,intro_by_friend,intro_by_coworker,intro_by_classmates,intro_by_neighbor,intro_by_self,intro_by_other,intro_by_other_text,met_online,intro_summary_codes,how_met_online,same_gender_partner2,partner_gender,partner_gender2,age_difference,zip_pct_white,zip_pct_black,zip_pct_hispanic,zip_median_income,zip_pct_foreign_born,zip_rural,HOW_LONG_AGO_FIRST_MET_CAT,highest_earning_gender,same_religion,target_survey_dt,survey_date,marriage_count_combined,time_since_met,time_since_romantic,time_since_cohab,time_since_first_relationship,broke_up,acquainted_before_dated,lived_together_before_married,time_dating_until_married,time_met_until_married,time_met_until_dating,been_divorced,currently_married,living_together,income,couple_religion
3990426,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$150,000 to $174,999",living with partner,metro,south,south atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,working - self-employed,1,2009-07-01,44.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,none,4709,4709,4709,8536,11403,9070,9070,2739.806885,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,baptist - any denomination,"yes, the same",,master's degree,hs graduate or ged,republican,"yes, the same",,bachelor's degree,united states,0,same gender mostly,no,no,have neither dp nor cu,28,28.0,28, , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,4,,same-sex couple,,female,21,92% and higher,1%-2.99%,2%-3.99%,<$34k,2%-4.99%,non rural,11-15,female,false,2009-03-01,2011-05-01,0.0,16.167123287671235,16.167123287671235,16.167123287671235,16.167123287671235,1,0.0,,,,0.0,0,0,1,162499.5,none/baptist
3994301,bachelors degree,bachelor's degree or higher,1,6,a one-family house detached from any other house,"$40,000 to $49,999",married,non-metro,midwest,west-north central,owned or being bought by you or someone in your household,2,0,2,2,0,working - as a paid employee,1,2009-05-01,31.0,6.0,2011,male,"white, non-hispanic","no, i am not","yes, relatives",republican,yes,baptist - any denomination,44830,44830,44830,42252,56352, , ,23448.33203,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,bachelor's degree,"some college, no degree",republican,"yes, the same",,bachelor's degree,united states,0,opposite gender only,,,,19,20.0,23,23, ,i earned more,different high school,attended same college or university,no,no,no,yes,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,4,,different sex couple,,female,1,92% and higher,<1%,<2%,<$34k,<2%,rural,11-15,male,true,2009-03-01,2011-05-01,1.0,13.167123287671233,12.167123287671233,9.167123287671233,12.167123287671233,0,1.0,0.0,3.0,4.0,1.0,0,1,1,44999.5,both baptist
3995436,professional or doctorate degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$175,000 or more",living with partner,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-04-01,45.0,2.0,2011,male,"white, non-hispanic","no, i am not","yes, both",democrat,no,jewish,5877,5877,5877,9395,12549,11455,11455,3910.633301,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,professional or doctorate degree,hs graduate or ged,democrat,"yes, the same",,professional or doctorate degree,united states,0,only same gender,no,no,have neither dp nor cu,27,28.0,28, , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,same-sex couple,,male,2,55%-79.99%,1%-2.99%,4%-19.99%,$42000-$64999,12%+,non rural,16-20,male,false,2009-03-01,2011-05-01,0.0,18.167123287671235,17.167123287671235,17.167123287671235,17.167123287671235,0,1.0,,,,1.0,0,0,1,175000.0,other different
3995436,professional or doctorate degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$175,000 or more 120",living with partner,metro,west,pacific,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-10-01,47.0,2.0,2013,male,"white, non-hispanic","no, i am not","yes, both",democrat,no,jewish,5877,5877,5877,9395,12549,11455,11455,3910.633301,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,professional or doctorate degree,hs graduate or ged,democrat,"yes, the same",,professional or doctorate degree,united states,0,only same gender,no,no,have neither dp nor cu,27,28.0,28, , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,same-sex couple,,male,2,55%-79.99%,1%-2.99%,4%-19.99%,$42000-$64999,12%+,non rural,16-20,male,false,2011-05-01,2013-05-01,0.0,20.16986301369863,19.16986301369863,19.16986301369863,19.16986301369863,0,1.0,,,,1.0,0,0,1,175000.0,other different
3996271,associate degree,some college,1,5,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,midwest,west-north central,owned or being bought by you or someone in your household,1,0,3,0,1,working - as a paid employee,1,2009-04-01,29.0,5.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",31922,31922,31922,151404,201928,21722,21722,16696.80273,1,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,none,"no, has changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","some college, no degree",hs graduate or ged,republican,"yes, the same",,associate degree,united states,2,mostly opposite,,,,23,23.0,23,24, ,partner earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,different sex couple,,male,4,80%-91.99%,<1%,4%-19.99%,$34000-$41999,2%-4.99%,non rural,3-5,male,false,2009-03-01,2011-04-01,1.0,6.0849315068493155,6.0849315068493155,6.0849315068493155,6.0849315068493155,0,0.0,1.0,1.0,1.0,0.0,0,1,1,67499.5,protestant/none
3996271,associate degree,some college,1,5,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,midwest,west-north central,owned or being bought by you or someone in your household,1,0,3,0,1,working - as a paid employee,1,2011-07-01,31.0,5.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",republican,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",31922,31922,31922,151404,201928,21722,21722,16696.80273,1,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,none,"no, has changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)","some college, no degree",hs graduate or ged,republican,"yes, the same",,associate degree,united states,2,mostly opposite,,,,23,23.0,23,24, ,partner earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,different sex couple,,male,4,80%-91.99%,<1%,4%-19.99%,$34000-$41999,2%-4.99%,non rural,3-5,male,false,2011-04-01,2013-03-01,1.0,8.002739726027396,8.002739726027396,8.002739726027396,8.002739726027396,1,0.0,1.0,1.0,1.0,0.0,0,1,1,67499.5,protestant/none
3998541,"some college, no degree",some college,1,3,a one-family house detached from any other house,"$175,000 or more",married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,3,0,0,working - as a paid employee,1,2009-04-01,55.0,3.0,2011,male,"white, non-hispanic","no, i am not","yes, relatives",republican,yes,baptist - any denomination,52622,52622,52622,51015,68039, , ,27523.9375,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,hs graduate or ged,9th grade,republican,"no, i have changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",hs graduate or ged,united states,1,opposite gender only,,,,25,25.0,26,27, ,i earned more,different high school,,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,1,,different sex couple,,female,3,80%-91.99%,3%-19.99%,<2%,$42000-$64999,2%-4.99%,non rural,21-30,male,true,2009-03-01,2011-06-01,1.0,31.252054794520546,31.252054794520546,30.252054794520546,31.252054794520546,0,0.0,1.0,2.0,2.0,0.0,0,1,1,175000.0,both baptist
3998541,"some college, no degree",some college,1,2,a one-family house detached from any other house,"$175,000 or more",married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-07-01,57.0,2.0,2013,male,"white, non-hispanic","no, i am not","yes, relatives",republican,yes,baptist - any denomination,52622,52622,52622,51015,68039, , ,27523.9375,0,,no (not latino or hispanic),white,yes,baptist - any denomination,"yes, the same",,hs graduate or ged,9th grade,republican,"no, i have changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",hs graduate or ged,united states,1,opposite gender only,,,,25,25.0,26,27, ,i earned more,different high school,,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,1,,different sex couple,,female,3,80%-91.99%,3%-19.99%,<2%,$42000-$64999,2%-4.99%,non rural,21-30,male,true,2011-06-01,2013-03-01,1.0,33.0027397260274,33.0027397260274,32.0027397260274,33.0027397260274,0,0.0,1.0,2.0,2.0,0.0,0,1,1,175000.0,both baptist
4000465,bachelors degree,bachelor's degree or higher,1,1,a one-family house attached to one or more houses,"$50,000 to $59,999",never married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,1,0,0,not working - other,1,2009-04-01,48.0,1.0,2011,male,hispanic,"yes, mexican, mexican-american, chicano","yes, both",democrat,no,catholic,3395,3395,3395,3682,4919,2521,2521, ,1,"yes, we are a same-sex couple","yes, mexican, mexican american, chicano",other (please specify),no,catholic,"yes, the same",,"some college, no degree",hs graduate or ged,democrat,"yes, the same",,11th grade,united states,10,same gender mostly,no,no,have neither dp nor cu,46,46.0, , , ,partner earned more,different high school,did not attend same college or university,no,no,no,no,no,yes,no,no,no,no,no,0,"yes, an internet classified advertising site (like craigslist)",no,no,no,no,no,no,yes,1,met online,1,previously strangers: before online connection respondent and partner were strangers,same-sex couple,,male,0,<55%,1%-2.99%,20%+,<$34k,12%+,non rural,0-2,female,true,2009-03-01,2011-04-01,0.0,2.084931506849315,2.084931506849315,,2.232876712328767,0,0.0,,,,0.0,0,0,0,54999.5,both catholic
4001391,high school graduate - high school diploma or the equivalent (ged),high school,1,2,a one-family house detached from any other house,"$75,000 to $84,999",married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-04-01,40.0,2.0,2011,male,"white, non-hispanic","no, i am not",no,republican,no,none,59834,59834,59834,57251,76356, , ,31296.17383,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,hs graduate or ged,democrat,"yes, the same",,12th grade no diploma,united states,5,opposite gender only,,,,29,30.0,30,35, ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,yes,no,0,met offline,2,,different sex couple,,female,6,80%-91.99%,3%-19.99%,<2%,$42000-$64999,<2%,non rural,6-10,female,false,2009-03-01,2011-04-01,2.0,12.084931506849315,11.084931506849315,11.084931506849315,11.084931506849315,0,1.0,1.0,5.0,6.0,1.0,1,1,1,79999.5,protestant/none
4001391,high school graduate - high school diploma or the equivalent (ged),high school,1,2,a one-family house detached from any other house,"$175,000 or more",married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-06-01,42.0,2.0,2013,male,"white, non-hispanic","no, i am not",no,republican,no,none,59834,59834,59834,57251,76356, , ,31296.17383,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,hs graduate or ged,democrat,"yes, the same",,12th grade no diploma,united states,5,opposite gender only,,,,29,30.0,30,35, ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,yes,no,0,met offline,2,,different sex couple,,female,6,80%-91.99%,3%-19.99%,<2%,$42000-$64999,<2%,non rural,6-10,female,false,2011-04-01,2013-03-01,2.0,14.002739726027396,13.002739726027396,13.002739726027396,13.002739726027396,0,1.0,1.0,5.0,6.0,1.0,1,1,1,175000.0,protestant/none
4005581,"some college, no degree",some college,1,3,a one-family house detached from any other house,"$85,000 to $99,999",married,metro,northeast,new england,owned or being bought by you or someone in your household,0,0,3,0,0,not working - other,0,2009-07-01,60.0,3.0,2011,female,"white, non-hispanic","no, i am not",no,other,no,catholic,40160,40160,40160,40379,53854, , ,21005.6875,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,"some college, no degree",hs graduate or ged,republican,"yes, the same",,professional or doctorate degree,united states,3,opposite gender only,,,,23,24.0,24,24, ,partner earned more,different high school,did not attend same college or university,no,yes,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",yes,no,no,no,no,no,no,0,met offline,3,,different sex couple,,male,6,92% and higher,<1%,<2%,$42000-$64999,2%-4.99%,non rural,31+,male,true,2009-03-01,2011-06-01,1.0,37.25205479452055,36.25205479452055,36.25205479452055,36.25205479452055,0,1.0,0.0,0.0,1.0,1.0,0,1,1,92499.5,both catholic
4009326,masters degree,bachelor's degree or higher,1,2,a building with 2 or more apartments,"$50,000 to $59,999",living with partner,metro,midwest,east-north central,rented for cash,0,0,2,0,0,working - as a paid employee,1,2009-05-01,33.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",18917,18917,18917,35152,46954,34658,34658,7064.927246,1,"yes, we are a same-sex couple",no (not latino or hispanic),other (please specify),no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,hs graduate or ged,democrat,"yes, the same",,master's degree,all others,0,only same gender,no,no,have neither dp nor cu,29,29.0,30, , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,same-sex couple,,female,1,80%-91.99%,<1%,4%-19.99%,$65k+,5%-11.99%,non rural,3-5,female,false,2009-03-01,2011-04-01,0.0,5.0849315068493155,5.0849315068493155,4.0849315068493155,6.0849315068493155,0,0.0,,,,0.0,0,0,1,54999.5,both protestant
4009326,masters degree,bachelor's degree or higher,1,2,a building with 2 or more apartments,"$50,000 to $59,999",living with partner,metro,midwest,east-north central,rented for cash,0,0,2,0,0,working - as a paid employee,1,2011-07-01,35.0,2.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",18917,18917,18917,35152,46954,34658,34658,7064.927246,1,"yes, we are a same-sex couple",no (not latino or hispanic),other (please specify),no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,hs graduate or ged,democrat,"yes, the same",,master's degree,all others,0,only same gender,no,no,have neither dp nor cu,29,29.0,30, , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,same-sex couple,,female,1,80%-91.99%,<1%,4%-19.99%,$65k+,5%-11.99%,non rural,3-5,female,false,2011-04-01,2013-03-01,0.0,7.002739726027397,7.002739726027397,6.002739726027397,8.002739726027396,0,0.0,,,,0.0,0,0,1,54999.5,both protestant
4010416,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$125,000 to $149,999",never married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-07-01,43.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,none,2470,2470,2470,4590,6131,4525,4525,1436.79895,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,"no, has changed religions",catholic,master's degree,bachelor's degree,independent,"no, i have changed religions",catholic,hs graduate or ged,united states,10,only same gender,no,no,have neither dp nor cu,30,32.0,33, , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,same-sex couple,,female,10,<55%,20% or more,4%-19.99%,<$34k,5%-11.99%,non rural,11-15,female,true,2009-03-01,2011-04-01,0.0,13.084931506849315,11.084931506849315,10.084931506849315,11.084931506849315,0,1.0,,,,2.0,0,0,0,137499.5,both none
4010416,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$150,000 to $174,999",living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,0,2011-07-01,45.0,2.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,none,2470,2470,2470,4590,6131,4525,4525,1436.79895,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,"no, has changed religions",catholic,master's degree,bachelor's degree,independent,"no, i have changed religions",catholic,hs graduate or ged,united states,10,only same gender,no,no,have neither dp nor cu,30,32.0,33, , ,i earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,no,no,0,met offline,2,,same-sex couple,,female,10,<55%,20% or more,4%-19.99%,<$34k,5%-11.99%,non rural,11-15,female,true,2011-04-01,2013-03-01,0.0,15.002739726027396,13.002739726027396,12.002739726027396,13.002739726027396,0,1.0,,,,2.0,0,0,1,162499.5,both none
4011225,bachelors degree,bachelor's degree or higher,1,7,a one-family house detached from any other house,"$40,000 to $49,999",married,non-metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,4,0,3,working - as a paid employee,1,2009-05-01,23.0,7.0,2011,female,"white, non-hispanic","no, i am not",no,democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",42201,42201,42201,41148,54880, , ,22824.32422,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,"some college, no degree",democrat,"yes, the same",,"some college, no degree",united states,3,opposite gender only,no,no,have neither dp nor cu,18,20.0,22, , ,partner earned more,different high school,attended same college or university,no,no,no,yes,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,5,,different sex couple,,male,3,92% and higher,<1%,<2%,$34000-$41999,<2%,rural,3-5,male,false,2009-03-01,2011-04-01,,6.0849315068493155,4.0849315068493155,2.084931506849315,6.0849315068493155,0,1.0,,,,2.0,0,1,1,44999.5,both protestant
4011225,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$30,000 to $34,999",married,non-metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2011-07-01,25.0,2.0,2013,female,"white, non-hispanic","no, i am not",no,democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",42201,42201,42201,41148,54880, , ,22824.32422,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,bachelor's degree,"some college, no degree",democrat,"yes, the same",,"some college, no degree",united states,3,opposite gender only,no,no,have neither dp nor cu,18,20.0,22, , ,partner earned more,different high school,attended same college or university,no,no,no,yes,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,5,,different sex couple,,male,3,92% and higher,<1%,<2%,$34000-$41999,<2%,rural,3-5,male,false,2011-04-01,2013-03-01,,8.002739726027396,6.002739726027397,4.002739726027397,8.002739726027396,0,1.0,,,,2.0,0,1,1,32499.5,both protestant
4013336,high school graduate - high school diploma or the equivalent (ged),high school,1,2,a mobile home,"$40,000 to $49,999",living with partner,metro,west,mountain,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-04-01,34.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, both",democrat,no,"other non-christian, please specify",22455,22455,22455,59548,79540,64800,64800,13062.65527,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,"yes, the same",,associate degree,hs graduate or ged,no preference,"no, i have changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",associate degree,united states,0,only same gender,no,no,have neither dp nor cu,21,21.0,21, , ,partner earned more,different high school,,no,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,3,,same-sex couple,,female,5,55%-79.99%,1%-2.99%,20%+,<$34k,2%-4.99%,non rural,11-15,male,unknown,2009-03-01,2011-04-01,1.0,14.084931506849315,14.084931506849315,14.084931506849315,14.084931506849315,0,0.0,,,,0.0,1,0,1,44999.5,other different
4031246,high school graduate - high school diploma or the equivalent (ged),high school,0,2,a one-family house detached from any other house,"$20,000 to $24,999",never married,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,not working - looking for work,1,2009-05-01,25.0,2.0,2011,male,"white, non-hispanic","no, i am not","yes, both",democrat,yes,catholic,215931,215931,215931,214695,286340, , ,116783.6172,0,,no (not latino or hispanic),white,no,"other non-christian, please specify","yes, the same",,"some college, no degree",hs graduate or ged,democrat,"no, i have changed religions",catholic,"some college, no degree",united states,6,opposite gender only,no,no,have neither dp nor cu,23,23.0,23, , ,i earned more,different high school,,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",yes,no,no,no,no,no,no,0,met offline,2,,different sex couple,,female,4,92% and higher,1%-2.99%,<2%,$34000-$41999,2%-4.99%,non rural,0-2,male,false,2009-03-01,2011-06-01,0.0,3.252054794520548,3.252054794520548,3.252054794520548,3.750684931506849,1,0.0,,,,0.0,0,0,0,22499.5,other different
4037586,high school graduate - high school diploma or the equivalent (ged),high school,1,2,a mobile home,"$40,000 to $49,999",living with partner,metro,west,pacific,rented for cash,0,0,2,0,0,not working - on temporary layoff from a job,1,2009-08-01,59.0,2.0,2011,female,hispanic,"yes, other spanish/hispanic/latino","yes, friends",democrat,yes,other christian,89457,89457,89457,88775,118400, , ,35825.61719,0,,no (not latino or hispanic),white,no,"other non-christian, please specify","yes, the same",,hs graduate or ged,hs graduate or ged,republican,"no, i have changed religions",catholic,hs graduate or ged,united states,10,opposite gender only,no,no,have neither dp nor cu,42,42.0,43, , ,partner earned more,different high school,,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,1,,different sex couple,,male,11,55%-79.99%,1%-2.99%,20%+,$42000-$64999,12%+,non rural,16-20,male,false,2009-03-01,2011-05-01,2.0,18.167123287671235,18.167123287671235,17.167123287671235,18.167123287671235,0,0.0,,,,0.0,1,0,1,44999.5,other different
4040561,high school graduate - high school diploma or the equivalent (ged),high school,0,4,a one-family house detached from any other house,"$60,000 to $74,999",married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,4,0,0,working - as a paid employee,1,2009-06-01,58.0,4.0,2011,male,"white, non-hispanic","no, i am not","yes, both",democrat,no,none,8330,8330,8330,10334,13804,8611,8611,4357.006348,1,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,none,"yes, the same",,"some college, no degree",professional or doctorate degree,democrat,"yes, the same",,hs graduate or ged,united states,0,mostly opposite,,,,28,43.0,45,46, ,partner earned more,different high school,,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,3,,different sex couple,,female,3,55%-79.99%,3%-19.99%,4%-19.99%,<$34k,5%-11.99%,non rural,21-30,female,true,2009-03-01,2011-04-01,2.0,30.084931506849315,15.084931506849315,13.084931506849315,15.084931506849315,0,1.0,1.0,3.0,18.0,15.0,1,1,1,67499.5,both none
4042195,associate degree,some college,1,6,a one-family house detached from any other house,"$40,000 to $49,999",never married,metro,northeast,new england,owned or being bought by you or someone in your household,0,0,6,0,0,working - as a paid employee,1,2009-05-01,20.0,6.0,2011,female,"white, non-hispanic","no, i am not","yes, both",republican,yes,catholic,56610,56610,56610,56588,75472, , ,30616.67773,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,hs graduate or ged,bachelor's degree,independent,"yes, the same",,hs graduate or ged,united states,5,opposite gender only,no,no,have neither dp nor cu,18,19.0,19, , ,i earned more,different high school,,no,no,no,yes,no,no,no,no,no,no,yes,1,"yes, a social networking site (like facebook or myspace)",no,yes,no,no,no,no,no,0,met offline,2,"probably did not meet partner online, despite positive answer to q32 or q24",different sex couple,,male,1,92% and higher,1%-2.99%,<2%,$42000-$64999,2%-4.99%,non rural,0-2,female,true,2009-03-01,2011-05-01,0.0,3.1671232876712327,2.1671232876712327,2.1671232876712327,2.915068493150685,1,1.0,,,,1.0,0,0,0,44999.5,both catholic
4044591,12th grade no diploma,less than high school,1,3,a one-family house attached to one or more houses,"$35,000 to $39,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,0,0,3,0,0,working - as a paid employee,0,2011-07-01,63.0,3.0,2013,female,"black, non-hispanic","no, i am not","yes, both",democrat,yes,baptist - any denomination,67509,67509,67509,73820,98454, , ,35425.87109,0,,no (not latino or hispanic),black or african american,yes,baptist - any denomination,"yes, the same",,11th grade,no formal education,democrat,"yes, the same",,12th grade no diploma,united states,4,opposite gender only,,,,57,57.0,57,58, ,we earned about the same amount,different high school,,no,no,yes,no,yes,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,no,no,no,no,no,yes,1,met offline,2,,different sex couple,,male,13,<55%,3%-19.99%,20%+,<$34k,2%-4.99%,non rural,0-2,neither,true,2011-04-01,2013-05-01,2.0,6.16986301369863,6.16986301369863,6.16986301369863,8.169863013698631,0,0.0,1.0,1.0,1.0,0.0,1,1,1,37499.5,both baptist
4050291,associate degree,some college,1,4,a one-family house detached from any other house,"$40,000 to $49,999",married,metro,south,west-south central,owned or being bought by you or someone in your household,1,0,2,1,0,not working - other,1,2009-04-01,31.0,4.0,2011,female,"black, non-hispanic","no, i am not","yes, both",democrat,yes,baptist - any denomination,264379,264379,264379,288723,385071, , ,138733.4063,0,,no (not latino or hispanic),black or african american,yes,baptist - any denomination,"yes, the same",,"some college, no degree",12th grade no diploma,democrat,"yes, the same",,associate degree,united states,26,opposite gender only,,,,13,25.0,25,25, ,partner earned more,same high school,did not attend same college or university,yes,no,no,yes,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,1,,different sex couple,,male,1,80%-91.99%,3%-19.99%,4%-19.99%,$42000-$64999,2%-4.99%,non rural,16-20,male,true,2009-03-01,2011-06-01,1.0,18.252054794520546,6.252054794520548,6.252054794520548,6.252054794520548,0,1.0,0.0,0.0,12.0,12.0,0,1,1,44999.5,both baptist
